sira;hisse;karar;skor;risk;potansiyel_%;osilator;temel;bilanco;haber;analist_hedef;haber_7gun
49;TRMET;GÜÇLÜ AL;81;düşük (0);6,2;4/6;pozitif;notr;notr;168,00;0
50;PRZMA;GÜÇLÜ AL;80;orta (22);11,4;4/6;negatif;notr;yok;;0
51;ORGE;GÜÇLÜ AL;78;orta (22);14,9;3/6;pozitif;notr;pozitif;112,00;0
52;AKFIS;GÜÇLÜ AL;77;düşük (16);11,4;3/6;notr;notr;yok;;0
53;OZSUB;GÜÇLÜ AL;76;düşük (16);12,1;2/6;notr;notr;yok;;0
54;AKSA;GÜÇLÜ AL;76;düşük (0);15,0;6/6;pozitif;pozitif;pozitif;16,65;0
55;DMLKT;GÜÇLÜ AL;76;düşük (16);5,2;2/6;yok;yok;pozitif;33,43;1
56;MTRKS;GÜÇLÜ AL;75;düşük (0);10,8;5/6;pozitif;notr;yok;;0
57;ARASE;GÜÇLÜ AL;75;düşük (0);6,9;3/6;pozitif;notr;notr;214,70;0
58;CEMZY;GÜÇLÜ AL;75;düşük (0);24,3;3/6;negatif;negatif;yok;;0
59;PETKM;AL;94;orta (28);0,0;5/6;negatif;pozitif;notr;19,25;2
60;GMTAS;AL;93;düşük (0);3,9;5/6;negatif;notr;yok;;0
61;ETILR;AL;92;düşük (6);6,0;5/6;negatif;notr;yok;;0
62;ALTNY;AL;87;düşük (0);8,5;2/6;negatif;yok;yok;;1
63;YKBNK;AL;87;orta (30);17,5;5/6;pozitif;notr;pozitif;52,27;2
64;AKBNK;AL;87;düşük (8);10,7;5/6;pozitif;notr;pozitif;107,00;3
65;AKCNS;AL;86;düşük (20);1,7;5/6;pozitif;yok;notr;274,35;0
66;DOHOL;AL;86;düşük (8);7,1;4/6;pozitif;notr;pozitif;32,43;0
67;SOKM;AL;84;orta (32);3,6;4/6;negatif;notr;pozitif;85,42;2
68;BAGFS;AL;83;düşük (10);2,8;6/6;pozitif;yok;yok;;0
69;KONYA;AL;82;düşük (10);8,3;6/6;pozitif;yok;yok;;0
70;GARAN;AL;81;orta (30);6,7;5/6;pozitif;notr;pozitif;178,15;5
71;EGGUB;AL;81;düşük (0);5,7;2/6;pozitif;pozitif;yok;;0
72;SASA;AL;80;düşük (10);1,8;5/6;negatif;notr;yok;;1
73;TRALT;AL;80;düşük (10);8,4;2/6;pozitif;notr;notr;57,09;0
74;BVSAN;AL;80;düşük (10);11,0;5/6;negatif;negatif;yok;;0
75;EKGYO;AL;78;düşük (8);9,5;5/6;negatif;notr;pozitif;33,43;1
76;ADGYO;AL;77;düşük (10);11,1;2/6;negatif;negatif;yok;;0
77;DENGE;AL;75;orta (22);7,1;6/6;notr;notr;yok;;0
78;ARDYZ;AL;74;düşük (0);19,7;1/6;notr;pozitif;notr;156,00;0
79;TRENJ;AL;74;orta (26);2,6;3/6;pozitif;pozitif;notr;218,70;0
80;BUCIM;AL;74;düşük (0);5,7;4/6;negatif;yok;yok;;0
81;DOCO;AL;73;orta (22);8,1;3/6;notr;notr;yok;;0
82;YKSLN;AL;73;düşük (0);11,0;5/6;negatif;notr;yok;;0
83;SAYAS;AL;73;düşük (0);16,4;2/6;pozitif;notr;yok;;0
84;BALAT;AL;73;düşük (10);6,1;5/6;negatif;yok;yok;;0
85;AKSGY;AL;72;düşük (16);4,8;0/6;pozitif;notr;pozitif;13,68;0
86;VESTL;AL;71;düşük (0);17,1;6/6;negatif;notr;notr;33,17;3
87;HURGZ;AL;70;düşük (6);16,1;2/6;negatif;negatif;yok;;0
88;KNFRT;AL;70;düşük (14);29,7;5/6;negatif;pozitif;yok;;0
89;ASELS;AL;70;düşük (0);5,8;2/6;pozitif;pozitif;pozitif;457,99;3
90;METRO;AL;69;düşük (0);10,9;3/6;pozitif;negatif;yok;;0
91;ISMEN;AL;69;düşük (0);3,8;5/6;negatif;notr;yok;;6
92;TOASO;AL;68;düşük (0);22,8;5/6;notr;pozitif;pozitif;456,98;1
93;DIRIT;AL;68;düşük (0);11,0;3/6;negatif;notr;yok;;0
94;KGYO;AL;68;düşük (10);19,5;0/6;negatif;notr;yok;;0
95;KRDMA;AL;67;düşük (20);25,5;2/6;pozitif;pozitif;notr;50,70;1
96;ATATP;AL;66;orta (22);25,1;3/6;pozitif;pozitif;notr;472,00;1
97;DSTKF;AL;66;düşük (0);61,0;6/6;notr;pozitif;yok;;0
98;TERA;AL;65;düşük (10);1,9;6/6;notr;pozitif;yok;;1
99;ARTMS;AL;64;düşük (10);14,3;5/6;pozitif;negatif;yok;;0
100;EGEEN;AL;62;düşük (0);7,5;5/6;negatif;notr;yok;;0
101;ENKAI;AL;61;düşük (8);7,6;6/6;pozitif;pozitif;pozitif;129,88;0
102;HKTM;AL;61;düşük (16);23,1;3/6;negatif;negatif;yok;;1
103;KLYPV;AL;61;düşük (0);16,3;2/6;notr;yok;yok;;0
104;BLCYT;AL;61;düşük (0);23,0;6/6;pozitif;notr;yok;;0
105;ALBRK;İZLE;100;yüksek (50);3,3;6/6;pozitif;pozitif;pozitif;11,85;5
106;KCHOL;İZLE;97;yüksek (48);0,9;6/6;pozitif;pozitif;pozitif;321,79;5
107;BOBET;İZLE;94;yüksek (60);0,0;6/6;negatif;pozitif;yok;;1
108;ATSYH;İZLE;92;yüksek (50);3,8;5/6;negatif;notr;yok;;1
109;TUPRS;İZLE;92;yüksek (42);5,8;4/6;pozitif;pozitif;pozitif;365,74;12
110;AYGAZ;İZLE;92;yüksek (50);6,9;3/6;pozitif;pozitif;pozitif;337,67;0
111;ENJSA;İZLE;89;orta (32);2,9;4/6;pozitif;notr;notr;158,36;2
112;AGESA;İZLE;89;orta (40);2,6;4/6;pozitif;pozitif;pozitif;352,13;2
113;KARSN;İZLE;87;yüksek (47);6,2;5/6;notr;notr;notr;18,53;0
114;KUVVA;İZLE;84;yüksek (42);14,3;1/6;negatif;notr;yok;;0
115;ALKLC;İZLE;84;yüksek (45);0,5;6/6;negatif;notr;yok;;0
116;SAHOL;İZLE;82;orta (40);7,0;5/6;pozitif;notr;pozitif;157,19;1
117;SELEC;İZLE;82;yüksek (43);0,0;5/6;negatif;notr;notr;129,19;0
118;TRHOL;İZLE;82;yüksek (43);0,1;5/6;pozitif;notr;yok;;0
119;ANELE;İZLE;82;yüksek (43);2,2;5/6;negatif;negatif;yok;;1
120;OZATD;İZLE;79;yüksek (48);10,8;3/6;negatif;negatif;yok;;2
121;RALYH;İZLE;79;orta (32);2,6;4/6;notr;negatif;yok;;0
122;TNZTP;İZLE;73;orta (38);10,4;2/6;pozitif;notr;notr;44,00;0
123;SARKY;İZLE;71;orta (32);13,1;4/6;negatif;notr;yok;;0
124;ISBTR;İZLE;70;orta (32);27,7;1/6;notr;negatif;pozitif;;5
125;GSDDE;İZLE;65;düşük (0);21,3;1/6;pozitif;yok;yok;;0
126;FROTO;İZLE;62;orta (32);11,5;6/6;notr;negatif;pozitif;145,00;3
127;CVKMD;İZLE;61;düşük (0);17,9;0/6;notr;pozitif;yok;;1
128;PSDTC;İZLE;60;orta (40);30,0;1/6;notr;notr;yok;;0
129;MIATK;İZLE;59;orta (24);33,9;5/6;negatif;notr;yok;;0
130;BIOEN;İZLE;58;düşük (10);9,9;3/6;negatif;notr;notr;22,00;0
131;DURKN;İZLE;58;orta (22);15,4;0/6;negatif;notr;yok;;0
132;ZRGYO;İZLE;57;orta (40);3,7;2/6;pozitif;notr;yok;;0
133;SONME;İZLE;56;düşük (10);17,9;3/6;negatif;yok;yok;;0
134;TUCLK;İZLE;56;düşük (0);11,9;4/6;negatif;notr;yok;;0
135;BRKVY;İZLE;55;düşük (0);15,4;4/6;notr;negatif;yok;;0
136;VANGD;İZLE;55;düşük (0);19,8;2/6;pozitif;pozitif;yok;;0
137;NTGAZ;İZLE;55;orta (32);12,3;4/6;pozitif;notr;yok;;0
138;HEKTS;İZLE;55;düşük (0);42,0;6/6;negatif;notr;notr;4,30;0
139;ENDAE;İZLE;54;orta (28);24,7;2/6;yok;negatif;yok;;0
140;TTRAK;İZLE;54;düşük (14);4,6;6/6;negatif;notr;notr;592,39;0
141;YGGYO;İZLE;54;düşük (0);22,0;1/6;pozitif;notr;yok;;0
142;CANTE;İZLE;54;düşük (8);15,0;4/6;notr;notr;yok;;0
143;KAYSE;İZLE;53;düşük (8);12,4;5/6;negatif;notr;yok;;0
144;TRGYO;İZLE;53;düşük (6);9,1;0/6;pozitif;pozitif;pozitif;131,49;0
145;AYDEM;İZLE;52;orta (40);13,8;1/6;pozitif;pozitif;pozitif;42,43;0
146;BINBN;İZLE;52;düşük (0);12,3;1/6;negatif;notr;yok;;1
147;RODRG;İZLE;52;düşük (0);13,7;2/6;pozitif;notr;yok;;0
148;EYGYO;İZLE;51;düşük (10);10,7;2/6;negatif;pozitif;yok;;0
149;YIGIT;İZLE;51;düşük (8);16,3;5/6;notr;notr;yok;;0
150;AVPGY;İZLE;51;düşük (0);13,4;4/6;pozitif;notr;pozitif;95,17;1
151;BOSSA;İZLE;51;düşük (6);12,5;3/6;notr;negatif;yok;;0
152;PRKAB;İZLE;51;düşük (0);20,1;5/6;negatif;notr;yok;;0
153;KLNMA;İZLE;50;düşük (6);17,0;5/6;notr;notr;yok;;1
